soil,infiltration,temperature,humidity,rainfall,ndvi,crop,irrigation_mm
silty_loam,15,21.1442163185181,59.68868388601986,4.805285782353625,0.6497538716987756,sugarcane,23.3426595440867
silty_loam,15,21.824084158826935,48.92977359837176,17.833750421086073,0.37295672813007363,tomato,5.0
sandy_loam,25,23.157939059057675,77.95733060332716,7.168483181800999,0.5698907086844742,mustard,5.0
silty_loam,15,37.723574403945065,57.70873691422687,0.49162253028490976,0.3820673039235102,wheat,23.32928913316521
clay,4,39.88145323751223,89.44632003650858,2.8765315296105065,0.4432660640680526,paddy,38.27515508178993
clay_loam,7,31.03715607776304,41.22723670098198,8.164570783639578,0.4644848987004316,soybean,11.200067772130552
clay_loam,7,20.19633409636528,72.0684104918872,9.311896060034254,0.5562822464466117,maize,5.8208380782769975
sandy_loam,25,32.76766767603284,85.69555787039954,13.548255731987792,0.490207520328964,cotton,9.795449268420036
clay,4,29.849079395675563,88.52125611868067,11.490612287544607,0.7542872077158906,sugarcane,20.9632331790115
clay,4,27.810991018716095,58.09120069160828,2.543889545720517,0.4950047749191995,chilli,16.680891311443094
sand,35,20.661648846736597,58.82297824414396,5.154738384576345,0.788853543001901,tomato,5.55682387241894
clay,4,31.82492245564955,49.93650240744611,17.167739708522028,0.33363545922263854,mustard,5.0
sand,35,21.382242578884163,83.04141444030489,14.807781111463733,0.7163334674592443,soybean,5.0
clay,4,26.292314138648837,87.63473971685977,12.712290777029088,0.7285917234873014,tomato,5.0
sand,35,30.58305561650505,57.17162220173459,2.988486706263478,0.38952042438554435,tomato,23.653927179307157
sandy_loam,25,39.695553798164596,49.78127232843757,18.087841432584124,0.7584688498667365,sugarcane,15.420559890098584
sandy_loam,25,26.395267344522424,46.94850545308708,12.749366444211072,0.6331702163889159,wheat,5.0
sand,35,37.84317581820289,74.1867357761322,19.970077395219175,0.4108285798934245,chilli,5.0
sand,35,39.26646686512969,82.26661209015627,10.110454168243209,0.6832123962337817,paddy,24.91802930937763
clay,4,34.05493881763896,41.157257025013095,17.93657892677827,0.39737037622696153,sugarcane,17.57807878147944
sand,35,33.508418077461286,52.71684528741492,18.864963918777192,0.7239896681292228,soybean,5.0
sand,35,21.116900869405043,87.45410568064725,13.77092115661273,0.3547731814938554,paddy,11.135553006941311
sandy_loam,25,35.77141426198479,89.24263382543904,6.80232738957864,0.8123908352239033,potato,19.02483187181755
clay,4,30.375413115173192,62.054439838911264,8.21468281995868,0.37292002049726003,sugarcane,28.25651847377536
clay_loam,7,22.846953781754582,48.875795814519265,0.14156402009881663,0.5001594504678772,paddy,26.880417608919053
sandy_loam,25,35.16366050175663,69.65683732483203,15.891211839152326,0.687305091069581,sugarcane,16.03258143346327
sand,35,28.165915042848113,79.7615174751877,13.773717815371766,0.8056694029524518,wheat,5.0
sand,35,20.02340887099971,74.8979787340607,9.189587334177183,0.6156590385163514,sugarcane,18.746694707507434
silty_loam,15,34.90570717576611,68.55658799333948,17.389606105397885,0.2253703960783774,tomato,9.416650621169362
sand,35,28.691171669564064,85.27074076555672,1.9158021595054975,0.6799297197082081,soybean,14.303462657264877
sand,35,33.470724948036626,85.03288158974648,13.85419463745569,0.6461347691396293,soybean,5.0
clay,4,25.71820055860148,47.8026364163921,16.215529711901613,0.5740355984255308,cotton,5.0
sandy_loam,25,27.838938172763577,43.50278668039694,18.913544582346226,0.27063236005197355,cotton,5.0
sandy_loam,25,25.208689241164848,81.36248009143385,7.56096722398611,0.2847707512163694,tomato,15.037912214591845
sand,35,26.36441472652937,47.988404955324405,4.177909234467149,0.39336510634862887,cotton,18.796425417162702
sandy_loam,25,25.359140546787096,89.29746564896278,19.56711530759824,0.601455995420228,wheat,5.0
silty_loam,15,24.1301913982683,53.94178170209256,4.55903135864987,0.7103589153020236,maize,14.112091442789417
clay,4,29.744399808792043,73.86228001833193,5.3682864123654035,0.7785635372798596,mustard,7.983853076868195
sandy_loam,25,23.989170488915434,71.51491828440136,11.32824602667945,0.42939513935275275,wheat,5.0
clay_loam,7,27.448016604263675,53.05953871729607,9.009004805723787,0.5544908978608065,sugarcane,25.23687355418744
sandy_loam,25,39.44948646614613,60.282803362508886,15.483746923013522,0.7663531184910197,mustard,5.0
silty_loam,15,38.13565307368608,84.79756595379801,13.633892642291482,0.23844264736679932,maize,13.624479033997748
sandy_loam,25,20.117628320128954,48.04877907832452,19.81519881017684,0.4986164253793624,cotton,5.0
sand,35,36.388102342010974,57.72735234365592,7.516483563830181,0.5140982257594136,maize,20.277629401490778
sand,35,24.526945389185325,58.17732872903185,3.00150907095176,0.7684191039579129,soybean,9.662145260809773
silty_loam,15,38.29586029743314,59.88499612659771,13.136141999932152,0.34704824126630324,sugarcane,29.4370451807076
sand,35,31.714296456463792,87.38155228462965,7.53659334564831,0.27450678110743193,sugarcane,31.966227770920707
clay_loam,7,31.64198028888972,53.771823958603555,2.058910521531887,0.4250910126794323,tomato,26.31348421347972
sandy_loam,25,37.472004058747245,79.89557180341617,0.9717073020640843,0.45236845287413946,soybean,27.632876696147214
silty_loam,15,21.10483277378119,52.25569642413035,9.5888440421282,0.48875859869408683,paddy,15.257383382332232
sand,35,22.68520335972636,51.297602039833144,4.539028726338645,0.6613145249226617,paddy,18.566515869304332
sand,35,34.23114223494462,72.15917030355452,2.805104962662892,0.4831611338457541,soybean,20.715820000178702
sandy_loam,25,22.705521043178706,62.09770155197715,1.772066170004687,0.7335010340416022,wheat,11.39355399374977
clay,4,37.667838506337574,64.11231243178962,6.82424360440492,0.6770870367246409,maize,20.68116735498014
sandy_loam,25,33.50366254184464,79.39525875547571,5.074868649243314,0.657168068505874,paddy,26.957974238073326
clay,4,39.377352963884256,87.0013983933228,3.5475992219861574,0.6631682964400085,soybean,21.559694240219763
clay,4,35.03222946726744,69.16434548818435,11.339991371226002,0.24979656795473304,sugarcane,31.704346885281275
sandy_loam,25,36.75417459855782,64.04590212539415,7.305588512964862,0.37791672399305565,paddy,27.69748658837423
sandy_loam,25,26.352051426154272,41.476178002318385,3.4965038345266963,0.37662240192765295,chilli,16.408455698233496
clay_loam,7,35.16293170543066,87.58343801987874,17.95825650372658,0.7266383627933639,maize,5.0
clay_loam,7,26.095842676438266,45.61297963067053,10.730557494696932,0.5276378162961328,tomato,9.443566195606122
clay_loam,7,38.160502134111695,42.73340053264548,17.526693906848514,0.27712781831699423,mustard,5.0
sand,35,21.52854870987028,87.92975681514346,1.0154634066474855,0.589749472165809,mustard,9.481303280655565
sand,35,27.432420878995487,58.996372313134685,8.160326278779642,0.5533577369193494,maize,11.890678144781148
sand,35,37.49731666877813,80.8134812799828,18.44947840682043,0.6311214658124875,cotton,5.0
sand,35,28.902982968153903,74.82884626452872,13.66222563423798,0.21856985401175957,soybean,5.0
clay,4,23.851340725737856,40.97581193485093,14.213824638151118,0.8338839069090329,mustard,5.0
clay,4,34.02045766103673,70.32945526801058,0.7329358592490842,0.42470001086286113,tomato,27.145705328997895
clay,4,35.80094159946789,84.94582011417961,7.843020387728902,0.5906550143569089,sugarcane,29.20507127383637
silty_loam,15,34.15697361245004,68.57432150065854,9.19725789078133,0.7129572464591867,maize,12.461068934391129
sand,35,37.14319423193369,43.64711987960535,16.255520207913616,0.48772478809552744,maize,11.923286813218056
clay,4,27.190192823906415,43.13542149599241,3.222877202291381,0.6007772978827802,potato,19.24301778997437
clay,4,25.78383489800924,49.262178138280625,10.26973597023506,0.7440448646409545,paddy,13.564658752358046
sandy_loam,25,24.300601363137478,80.22904689283288,2.2466507847827,0.5486951781974715,wheat,13.401006542882934
silty_loam,15,22.728181419693637,42.889332069921984,6.28749032211754,0.4401803869157458,mustard,5.0
clay_loam,7,28.959635561814657,79.82514048355682,16.374311619916543,0.3262424842968237,wheat,5.0
sand,35,33.94049064894686,46.782812182530385,5.038057178915077,0.47905747389883785,mustard,12.64365753136761
silty_loam,15,31.258877447953452,60.697480355812665,9.225636336258944,0.283234504009673,cotton,12.154689101401736
clay_loam,7,36.37674693333665,58.09544181111818,18.32475126890625,0.7844307239968866,cotton,5.0
clay_loam,7,26.146456969814285,62.59991621000144,12.592482323756798,0.6823938854834577,soybean,5.0
silty_loam,15,24.776438441924338,60.75401819213201,7.123903366480824,0.46763160212907573,potato,14.519809552200588
sandy_loam,25,31.170194443159076,64.940678710513,7.6375660952416276,0.7182229670236311,tomato,12.712533243362355
sand,35,24.948692761176225,61.14243093847449,15.030415292710318,0.7944773970498367,maize,5.0
sandy_loam,25,27.3796532538487,75.96197511718677,9.207052103607683,0.3289221697571153,sugarcane,25.60611822538292
silty_loam,15,35.005120661635885,41.970966933191306,14.6280244970362,0.2293837825893046,potato,18.10051227922636
sandy_loam,25,36.56470863660022,89.62191715248574,5.396063974975993,0.68712635630422,paddy,26.764728982093995
silty_loam,15,38.24780853751135,43.740852219107296,3.1968507291699333,0.7795568122402083,soybean,17.193683047134634
silty_loam,15,27.59620671778609,70.56055440012392,9.578587039052309,0.450140937930296,maize,10.148984611476301
sandy_loam,25,38.5785646633793,52.130066561841986,5.095734398699426,0.7341027738499426,sugarcane,32.236103353704976
silty_loam,15,22.484320628948367,68.86983234678789,3.1121438831782933,0.6562524881742824,soybean,12.806440722309196
sand,35,32.934261412656916,79.91591218541339,8.076388201433593,0.3745907980477557,cotton,16.584068338935925
clay_loam,7,22.076481809653906,82.66209885932855,15.794552901214459,0.2754869295028552,maize,5.0
sandy_loam,25,39.54723916260659,71.06753056453562,18.258647521427164,0.3641151135029056,mustard,5.0
clay_loam,7,31.48103542005019,54.70880975285458,17.522581617563258,0.5176231822205732,maize,5.0
clay,4,27.56250960042727,86.10411210831072,18.203411809227514,0.32905985075878863,cotton,5.0
sand,35,27.99278333979012,65.08696319794834,5.647992463397571,0.4154342567503032,cotton,15.737245517378982
sandy_loam,25,27.290563644833917,58.36791993358291,19.448381767376176,0.253717628940672,sugarcane,10.951590627236182
sandy_loam,25,22.268358407019157,88.28360643781852,5.460103251744332,0.7294889574651384,mustard,5.0
sandy_loam,25,25.07318028995426,61.979569922275545,8.327545173626802,0.23146647461441544,wheat,6.610787840607356
silty_loam,15,23.962603727637152,53.25275246106021,15.32629232511552,0.5772446486811259,soybean,5.0
sand,35,39.068365875667205,85.80645379998127,4.558344832920536,0.4982665987618609,sugarcane,40.8861588936528
clay,4,35.47654245099357,84.04649342221609,7.3248177702281385,0.6752480402341232,tomato,18.89411138176156
sand,35,20.865734788593695,59.59859570389784,19.287312166625632,0.7459196064183489,tomato,5.0
sand,35,36.583473329953776,80.92979730725816,1.413491310159396,0.4849351107604409,wheat,20.39430780857203
silty_loam,15,26.163669438303746,46.03284717224641,8.18684604751943,0.2212005448090258,maize,14.534265000490347
sandy_loam,25,30.779883991697744,86.88266541742826,15.469727739242906,0.6932429704023586,wheat,5.0
silty_loam,15,38.27346261526243,66.39031027180235,18.514008216492815,0.7771120496487791,mustard,5.0
silty_loam,15,33.75411468593224,68.9286582679903,18.406979632904488,0.2359710915100601,tomato,7.415351182732721
sandy_loam,25,33.10530297764957,82.38960088920805,7.949365114819078,0.3570132497261307,tomato,16.75711604357252
silty_loam,15,28.788394830489363,68.24933406405263,5.36394100229985,0.21867269922121693,soybean,15.380199952262902
silty_loam,15,20.498530468733986,61.751289053905964,0.8267193425383756,0.6531419039655921,tomato,12.318321835066556
clay_loam,7,23.84787124112066,46.80313991322215,5.475529071587262,0.6826333786543812,tomato,12.105170289642192
silty_loam,15,33.6479315430349,88.70772832116936,5.749681762201934,0.3747410548923845,maize,19.222395878623193
sand,35,38.95538471316402,74.70910804809904,18.258940521701575,0.8214811919600178,chilli,5.0
sandy_loam,25,34.14443253090882,41.93863421666946,11.361571845197973,0.34810107265252543,soybean,13.240601027993801
clay,4,37.01379376862381,77.95778949204396,10.120367317484945,0.358134632372419,soybean,12.446814041637994
clay,4,20.904068306112546,53.85950063025997,14.831929482418237,0.4110741703305411,paddy,9.118446809976945
sandy_loam,25,27.16238648719401,43.85283755817436,5.966826557901312,0.8071934888582128,maize,12.427147122474784
silty_loam,15,22.097538777548685,54.68771444800848,5.433609898352561,0.5716808127578188,cotton,9.290622413918317
clay,4,36.295532821001814,69.29083682151906,9.204438858727768,0.22781612901191545,mustard,10.307792932988136
clay_loam,7,29.133806470547473,72.03614332747951,13.522810107663938,0.3795430719774268,maize,10.944411829660973
clay_loam,7,33.14359223327273,51.86497312554036,17.856632423936198,0.5960828627877257,wheat,5.0
clay_loam,7,26.082973700735856,45.85400422601901,0.45920681469382885,0.23051433098366172,cotton,23.490259968602295
sandy_loam,25,25.26414194193214,46.706810286581366,1.154223422951588,0.5768677571145764,tomato,15.89557222856005
sandy_loam,25,22.12767082484486,80.23039940069421,13.226510487837583,0.5045333606149992,sugarcane,15.764934061287212
sand,35,27.94847437133626,61.048191465569204,8.654141134421955,0.7690888733371317,maize,8.988785495384583
sandy_loam,25,38.01532241367349,55.490602476732704,1.3965301135941788,0.7355414562052807,cotton,22.2821279854372
clay,4,27.71904374100407,61.67843005684874,3.5698642601405695,0.3760078857123886,wheat,15.124408499919308
silty_loam,15,31.437864710600483,66.36572985422448,10.272247601536733,0.254564790568327,sugarcane,28.922565948346435
silty_loam,15,24.558268258891687,56.73414226096965,17.442500257285456,0.3995962873216053,chilli,5.0
silty_loam,15,37.11830506175745,70.50853153710995,7.793831608360378,0.5743964970801649,sugarcane,29.737089515171032
sandy_loam,25,33.16042921821493,78.03233312421892,9.204193220531218,0.46945569852261676,sugarcane,29.146527880397404
clay,4,26.109012433875773,41.36612864116903,0.33533460486222744,0.5658954672582053,chilli,19.902301743894288
clay_loam,7,34.02186922260739,52.16305261583073,16.183500096926487,0.7974316377172144,paddy,8.429045152676569
clay_loam,7,35.03451746964933,80.59455215816723,19.180623694869084,0.6645203921041332,wheat,5.0
silty_loam,15,22.333780485384732,59.26537859387763,8.461963207037401,0.46298967455033296,cotton,9.685589908845627
silty_loam,15,29.601434199714966,41.40142635208982,7.160289756763456,0.5675019393858752,potato,14.44233062522084
sand,35,21.418991609362905,77.78584448912167,19.848281023100753,0.5564235243354915,potato,5.0
sandy_loam,25,38.825994692979194,67.01763088974614,4.632843204055767,0.7141161936757152,tomato,21.67860275500656
clay,4,33.44174747430682,72.49702102292896,17.670819827257944,0.5828365330449484,tomato,5.048093858829463
silty_loam,15,32.44152358392448,59.677107174565265,6.79818643925449,0.25242541003412233,cotton,21.93093643383418
clay_loam,7,36.0680759110172,75.68966303934425,15.138018745394637,0.8230139904350531,maize,5.825400664176409
sand,35,25.452893304997957,88.35916550678863,3.806072923707322,0.3940643737544971,potato,22.511354189255407
sandy_loam,25,23.960938329420067,88.39818975121219,14.637767099443364,0.7239348740557301,mustard,5.0
silty_loam,15,38.68494446382557,71.81318371589228,5.161446250602855,0.42862657235254753,mustard,17.682529960090196
sand,35,33.67919718970872,55.437208771806425,5.497472402848982,0.6524836145160323,paddy,24.537803699842044
sandy_loam,25,36.460424583978366,77.42720281467031,6.306746891923227,0.3847646926870725,mustard,14.718429426712067
sandy_loam,25,35.826965908955884,50.155651209068566,13.114606533554088,0.7892907703758176,sugarcane,24.016379285181188
silty_loam,15,22.643084787472883,49.86507375258805,14.961882632222515,0.7937335356444637,paddy,5.661666327151865
sand,35,31.353402059921876,76.08639341833862,17.432778919028966,0.2500722940243488,cotton,7.1813896843793765
sand,35,32.526063147070325,84.2637255207218,11.661766875087078,0.2512833510848945,tomato,12.370927186469327
clay_loam,7,34.88959034855962,58.63775861411192,13.845394300772602,0.22944825802268243,cotton,14.558378720557855
sandy_loam,25,21.644282612273503,41.24181191454475,7.117797084996567,0.6595384938302931,chilli,5.0
sandy_loam,25,28.255447861010122,79.80018391550115,10.901539144060497,0.2606241202629538,wheat,5.694624328185078
clay,4,36.64807067714324,74.99567004354034,3.62077485401457,0.5746388718319996,chilli,20.90803571051813
sand,35,28.23098137851042,62.10943721772132,0.4397940983180182,0.8475492441131114,chilli,15.544770191209532
sandy_loam,25,28.792834546664874,65.96906709481809,6.518504056116356,0.6838812403643211,maize,12.223641197848302
clay,4,23.78185160047372,86.83241876881043,2.364250812343389,0.3640718571754361,paddy,29.6079026436282
sandy_loam,25,23.24292169062018,58.829350689224235,7.807216693949341,0.500447163096124,tomato,11.589477289486226
silty_loam,15,24.765313261043268,66.12377047698025,3.429270563369846,0.47388939981407546,cotton,18.560683780080645
clay_loam,7,38.97919605706133,42.8020233603891,11.932550022459505,0.49985646368236186,paddy,23.761208888814878
clay_loam,7,22.2134296768264,46.51741692688614,4.8519351895111384,0.7744230992670504,wheat,6.982146651584089
clay,4,39.89352434760389,59.01489677247946,17.596328196355003,0.5698776421291113,potato,13.484738983445185
clay_loam,7,36.558307159630004,55.84316532991673,11.855136025967818,0.6772614118848915,tomato,9.124242571398106
clay_loam,7,29.127227844574605,86.55631578984713,17.47707241741982,0.45417245932658207,potato,7.674739380477032
clay_loam,7,38.86425674876415,42.90201231428081,15.78455615730871,0.5356521231596143,potato,9.814038017366329
sand,35,28.66011456382692,51.74479640228071,8.218266454967287,0.7825291749741237,maize,7.622501049799606
clay_loam,7,34.810489864103694,84.52014095404905,11.331606622678795,0.8302396425050869,tomato,11.48879405797301
clay_loam,7,37.44397396233113,89.69481608531231,16.894677983825048,0.22723601467202395,mustard,5.0
sandy_loam,25,32.69012478362556,83.91742970721862,12.807589317105268,0.3525472000832562,paddy,21.97814759382806
silty_loam,15,21.314274692888326,40.7532966209452,11.768311608864053,0.704575279435202,mustard,5.0
sand,35,20.952989673056134,80.84340371755115,13.406897002949222,0.3486949682067491,sugarcane,18.50814311234535
clay,4,38.54366212363027,40.21888928067566,14.857277458129868,0.6024568855897744,sugarcane,23.8858297278855
sandy_loam,25,22.754158402264544,76.24459319337413,7.091500589726141,0.34805217039527253,mustard,5.0
sandy_loam,25,38.28249977561545,50.37619379888209,18.502802957980265,0.28512415255929635,maize,10.505065240813257
sand,35,34.76707946989535,66.38943962902353,0.014145423578120209,0.7855430997770516,mustard,13.30776221974279
sandy_loam,25,22.14288416736714,67.93923374143898,3.9947468171891165,0.5753937726697802,sugarcane,25.148714627501715
sand,35,27.449226650304396,77.85385382046249,9.400067592898093,0.8149987670914893,soybean,5.0
clay_loam,7,26.28306522468616,46.81356279968112,17.119768146556478,0.20540954501408254,tomato,5.0
silty_loam,15,21.830605434395252,67.3240219876148,18.536964869836478,0.7834765770365888,chilli,5.0
clay_loam,7,36.26721800888566,46.3932447777599,16.543169839141907,0.5074975433621471,soybean,5.0
clay,4,23.063349138556216,54.9925782839322,2.103131009523478,0.606605549982527,mustard,8.382812735872097
clay,4,29.76941696067606,57.14782927983402,14.09622120554829,0.25099225021128724,sugarcane,20.966292400063082
clay,4,28.26864557787375,57.785446858265416,12.604148033562002,0.39526845143823447,potato,13.680502891325585
clay,4,39.18969542028513,42.283708950619705,3.1250310881088095,0.7938383856472435,mustard,15.815707512378012
silty_loam,15,24.191963340990412,85.94908068443962,17.616565116812378,0.5447273781967747,chilli,5.0
clay_loam,7,26.62203415525064,64.05278265640302,1.4390885522559094,0.30687687748556597,potato,22.81386507644692
silty_loam,15,25.262551347251897,43.44258118390934,5.5006904697972665,0.6136356891822699,paddy,18.79711276462172
sand,35,32.34360622186252,70.98172293855214,13.233196669543059,0.3954556009820732,cotton,9.216302216458503
silty_loam,15,23.593796438856863,58.035355916187996,3.374530308810726,0.345736014718492,paddy,25.023480931613552
silty_loam,15,32.25794395776582,72.12835753129787,17.789369689067488,0.7205728914861991,chilli,5.0
sand,35,26.753286005559126,83.44004034963848,6.937122501139433,0.8405601434894554,tomato,10.570005007944665
silty_loam,15,31.84180889124824,62.745204204338194,3.8233872764569954,0.8152740070064652,chilli,17.573566554096722
sand,35,33.94234725016721,82.93257108263958,2.7616313006087667,0.5142130053273926,tomato,21.915164386717766
sandy_loam,25,22.87835804902677,88.74725942274918,19.818994185625243,0.6481836935775243,cotton,5.0
clay_loam,7,37.91006299261717,77.3360707915035,5.331731958855626,0.8105385360677004,tomato,20.78198691594519
clay_loam,7,38.91133068581783,77.10577490299801,12.147199369650814,0.8090886546026483,mustard,5.0
sand,35,20.88472089278332,47.05012434350127,7.897094044685118,0.5604119863073377,chilli,5.0
clay_loam,7,29.923951657104773,84.13044704376492,14.15547247634493,0.3370791587113792,soybean,5.0
sandy_loam,25,34.39024391615813,59.09244281737596,12.885963163925549,0.4050020798420486,tomato,14.690955489262844
sand,35,28.39339941240442,42.226595559046984,5.353185708329984,0.6634269153681901,potato,14.675145239227543
sandy_loam,25,39.85487825832314,75.534736004869,14.800877741268634,0.29646593514221914,tomato,12.93790664951019
silty_loam,15,30.20841437183875,55.44340050511778,7.104262355121913,0.8108273776060555,sugarcane,25.98877124019235
sandy_loam,25,27.37416627215439,68.53226701699836,18.873624342400642,0.2747839315233884,maize,5.0
sandy_loam,25,39.861773428206156,62.65723365247983,16.37911635166108,0.5448274908439202,soybean,5.37531465654663
sand,35,31.84273530330546,50.43287592159871,19.981682555362394,0.26863600390460723,wheat,5.0
